backbone,val_super_acc,val_sub_acc,val_loss
densenet121,1.0,0.9565677966101694,0.1994747933694871
efficientnet_b0,1.0,0.9449152542372882,0.2363541608644744
resnet50,1.0,0.9565677966101694,0.1417951063584473
